city,customer_id,email,first_name,last_name,phone,state,street,zip_code
San Lorenzo,1292,lakenya.oliver@yahoo.com,Lakenya,Oliver,NULL,CA,82 Bayport Court ,94580
Floral Park,1293,sally.kinney@msn.com,Sally,Kinney,NULL,NY,7565 High Dr. ,11001
Ontario,1294,edith.davenport@gmail.com,Edith,Davenport,NULL,CA,685 Alton Road ,91762
North Tonawanda,1295,alline.beasley@yahoo.com,Alline,Beasley,NULL,NY,8704 NE. Olive Ave. ,14120
Saint Albans,1296,travis.whitley@aol.com,Travis,Whitley,NULL,NY,60 Euclid Ave. ,11412
New Rochelle,1297,vanessa.west@gmail.com,Vanessa,West,NULL,NY,34 Prairie Lane ,10801
Schenectady,1298,trudy.riddle@aol.com,Trudy,Riddle,NULL,NY,8943 Johnson Street ,12302
Yorktown Heights,1299,shauna.edwards@msn.com,Shauna,Edwards,NULL,NY,8 Dogwood Ave. ,10598
Jamestown,1300,clorinda.donovan@msn.com,Clorinda,Donovan,NULL,NY,9690 E. Morris Ave. ,14701
Lawndale,1301,raven.curtis@aol.com,Raven,Curtis,NULL,CA,18 Summit Lane ,90260
East Northport,1302,verda.gilbert@gmail.com,Verda,Gilbert,NULL,NY,54 Hillcrest Drive ,11731
Woodside,1303,renay.atkins@aol.com,Renay,Atkins,NULL,NY,7146 Leeton Ridge Ave. ,11377
Hollis,1304,tama.berg@hotmail.com,Tama,Berg,NULL,NY,3 Cardinal Avenue ,11423
Rochester,1305,dalia.carson@aol.com,Dalia,Carson,(507) 186-2004,NY,7175 Galvin St. ,14606
Webster,1306,america.swanson@msn.com,America,Swanson,NULL,NY,83 South Arlington Lane ,14580
Los Banos,1307,cinda.rocha@hotmail.com,Cinda,Rocha,NULL,CA,926 North Oklahoma Dr. ,93635
South El Monte,1308,shea.howell@msn.com,Shea,Howell,NULL,CA,67 Arch Rd. ,91733
Centereach,1309,kimberli.cline@yahoo.com,Kimberli,Cline,NULL,NY,7115 Stonybrook Court ,11720
Schenectady,1310,emanuel.mckee@yahoo.com,Emanuel,Mckee,NULL,NY,9411 Lake Dr. ,12302
Coram,1311,whitley.cannon@msn.com,Whitley,Cannon,NULL,NY,614 High Point Lane ,11727
Ronkonkoma,1312,tereasa.bird@aol.com,Tereasa,Bird,NULL,NY,7526 Vine Drive ,11779
Duarte,1313,dante.grimes@yahoo.com,Dante,Grimes,NULL,CA,23 Shore St. ,91010
Ontario,1314,joeann.garrison@yahoo.com,Joeann,Garrison,NULL,CA,1 Harrison St. ,91762
Canyon Country,1315,omega.johnston@gmail.com,Omega,Johnston,NULL,CA,9935 Tarkiln Hill St. ,91387
Massapequa,1316,conrad.mueller@yahoo.com,Conrad,Mueller,NULL,NY,3 Myrtle St. ,11758
Syosset,1317,glady.wells@gmail.com,Glady,Wells,NULL,NY,627 Ramblewood Ave. ,11791
San Antonio,1318,tisha.petty@msn.com,Tisha,Petty,(210) 851-3122,TX,9083 Lake View Ave. ,78213
Newburgh,1319,claris.santiago@msn.com,Claris,Santiago,NULL,NY,763 Mountainview Dr. ,12550
Newburgh,1320,obdulia.barber@gmail.com,Obdulia,Barber,NULL,NY,878 Lexington Rd. ,12550
West Islip,1321,shantel.gregory@yahoo.com,Shantel,Gregory,NULL,NY,7722 Second Lane ,11795
Franklin Square,1322,ai.forbes@yahoo.com,Ai,Forbes,NULL,NY,254 Central St. ,11010
West Babylon,1323,ebony.cotton@yahoo.com,Ebony,Cotton,NULL,NY,8979 Miller St. ,11704
Utica,1324,arla.ellis@yahoo.com,Arla,Ellis,NULL,NY,127 Crescent Ave. ,13501
Oswego,1325,magdalena.sherman@gmail.com,Magdalena,Sherman,NULL,NY,176 Sunbeam St. ,13126
Auburn,1326,tarra.guerrero@aol.com,Tarra,Guerrero,NULL,NY,10 Baker St. ,13021
Monroe,1327,consuela.romero@hotmail.com,Consuela,Romero,NULL,NY,54 Elm Court ,10950
Lawndale,1328,cindie.franklin@yahoo.com,Cindie,Franklin,NULL,CA,7249 Franklin St. ,90260
Hollis,1329,sharyn.brewer@aol.com,Sharyn,Brewer,NULL,NY,70 Columbia Ave. ,11423
San Carlos,1330,karren.stevenson@aol.com,Karren,Stevenson,NULL,CA,155 Old York St. ,94070
Newburgh,1331,divina.reeves@hotmail.com,Divina,Reeves,NULL,NY,767 Bradford Dr. ,12550
Glendora,1332,novella.ross@gmail.com,Novella,Ross,NULL,CA,9418 Acacia Drive ,91740
Santa Monica,1333,omega.huff@aol.com,Omega,Huff,NULL,CA,63 Devon St. ,90403
Newburgh,1334,ashleigh.finch@yahoo.com,Ashleigh,Finch,NULL,NY,82 Hudson Court ,12550
Rosedale,1335,corina.lynch@msn.com,Corina,Lynch,NULL,NY,44 Sunbeam Dr. ,11422
New Windsor,1336,joe.melton@gmail.com,Joe,Melton,NULL,NY,8998 Hartford Street ,12553
Longview,1337,bernetta.summers@aol.com,Bernetta,Summers,NULL,TX,1 Young Ave. ,75604
Ronkonkoma,1338,inez.snider@gmail.com,Inez,Snider,NULL,NY,837 Catherine Lane ,11779
Oceanside,1339,neida.king@aol.com,Neida,King,(442) 778-1121,NY,137 Bohemia St. ,11572
Whitestone,1340,tona.velasquez@msn.com,Tona,Velasquez,NULL,NY,9166 Trout St. ,11357
Garden City,1341,rozanne.reyes@aol.com,Rozanne,Reyes,NULL,NY,11 W. Surrey Drive ,11530
Freeport,1342,lekisha.pope@msn.com,Lekisha,Pope,NULL,NY,390 Livingston Avenue ,11520
Upland,1343,jama.rodriquez@msn.com,Jama,Rodriquez,NULL,CA,681 Smith Dr. ,91784
Howard Beach,1344,eloisa.tucker@hotmail.com,Eloisa,Tucker,NULL,NY,7268 Leatherwood Ave. ,11414
Flushing,1345,arie.hunter@msn.com,Arie,Hunter,NULL,NY,66 Old State Rd. ,11354
Los Angeles,1346,sanora.webster@msn.com,Sanora,Webster,(424) 464-7290,CA,74 Beach St. ,90008
Saratoga Springs,1347,kate.barber@hotmail.com,Kate,Barber,NULL,NY,46 W. Oak Valley Ave. ,12866
Merrick,1348,yvone.guerrero@aol.com,Yvone,Guerrero,NULL,NY,8548 Jackson Ave. ,11566
Encino,1349,kami.rios@yahoo.com,Kami,Rios,NULL,CA,8400 8th Dr. ,91316
Rosedale,1350,annett.rush@hotmail.com,Annett,Rush,NULL,NY,758 Fordham Lane ,11422
Jamestown,1351,carman.hardy@yahoo.com,Carman,Hardy,NULL,NY,800 Whitemarsh St. ,14701
Upland,1352,dorothea.miranda@aol.com,Dorothea,Miranda,NULL,CA,7882 Parker St. ,91784
South El Monte,1353,agatha.daniels@yahoo.com,Agatha,Daniels,NULL,CA,125 Canal St. ,91733
Schenectady,1354,alexandria.zamora@yahoo.com,Alexandria,Zamora,NULL,NY,95 Cherry Circle ,12302
Levittown,1355,thad.gilliam@hotmail.com,Thad,Gilliam,NULL,NY,8844 Gonzales Court ,11756
Patchogue,1356,inger.jennings@yahoo.com,Inger,Jennings,NULL,NY,38 NW. Shore Lane ,11772
Fresno,1357,karren.lamb@aol.com,Karren,Lamb,(559) 628-2239,CA,35 N. Chapel St. ,93706
Orchard Park,1358,noble.glover@gmail.com,Noble,Glover,NULL,NY,728 W. Rocky River Street ,14127
Levittown,1359,octavia.donaldson@hotmail.com,Octavia,Donaldson,NULL,NY,8095 Wayne Ave. ,11756
Upland,1360,latashia.travis@yahoo.com,Latashia,Travis,NULL,CA,7877 King Rd. ,91784
Westbury,1361,destiny.goodman@msn.com,Destiny,Goodman,NULL,NY,29 Smoky Hollow St. ,11590
Orchard Park,1362,christiana.gross@yahoo.com,Christiana,Gross,NULL,NY,645 North Richardson Road ,14127
Houston,1363,nestor.haynes@msn.com,Nestor,Haynes,(281) 969-4579,TX,27 Nut Swamp Street ,77016
Ballston Spa,1364,grisel.maynard@msn.com,Grisel,Maynard,NULL,NY,353 North Arch St. ,12020
Queensbury,1365,shenna.espinoza@gmail.com,Shenna,Espinoza,NULL,NY,202 North George Street ,12804
Campbell,1366,trena.rogers@aol.com,Trena,Rogers,NULL,CA,502 Sherwood St. ,95008
Campbell,1367,lucile.manning@yahoo.com,Lucile,Manning,NULL,CA,511 Livingston Lane ,95008
Ballston Spa,1368,veronique.fulton@yahoo.com,Veronique,Fulton,NULL,NY,81 Hilldale Ave. ,12020
Shirley,1369,starr.schneider@aol.com,Starr,Schneider,NULL,NY,77 Mulberry Street ,11967
San Jose,1370,rona.rojas@gmail.com,Rona,Rojas,(408) 611-3553,CA,815 Riverview St. ,95127
New Hyde Park,1371,pandora.estes@aol.com,Pandora,Estes,NULL,NY,228 Shadow Brook Drive ,11040
South Ozone Park,1372,renna.williams@hotmail.com,Renna,Williams,NULL,NY,7398 SW. Glen Ridge Road ,11420
West Babylon,1373,lanora.robbins@hotmail.com,Lanora,Robbins,NULL,NY,31 W. Maiden Lane ,11704
Glendora,1374,juliane.dillard@aol.com,Juliane,Dillard,NULL,CA,63 Birchwood Court ,91740
Jamaica,1375,carlena.salinas@gmail.com,Carlena,Salinas,NULL,NY,1 Wagon Street ,11432
Port Washington,1376,kimberley.reynolds@aol.com,Kimberley,Reynolds,NULL,NY,8475 Homewood Street ,11050
Rochester,1377,johana.jacobson@gmail.com,Johana,Jacobson,(507) 407-9384,NY,29 San Juan St. ,14606
Fresno,1378,enoch.rosario@hotmail.com,Enoch,Rosario,(559) 329-7615,CA,186 Arlington St. ,93706
Sunnyside,1379,dorine.thornton@gmail.com,Dorine,Thornton,NULL,NY,8730 N. Atlantic Street ,11104
Uniondale,1380,eliz.lynch@hotmail.com,Eliz,Lynch,NULL,NY,717 West Deerfield Ave. ,11553
Duarte,1381,mercedez.brooks@hotmail.com,Mercedez,Brooks,NULL,CA,7483 Ann St. ,91010
Harlingen,1382,wynona.douglas@msn.com,Wynona,Douglas,NULL,TX,6 Country Ave. ,78552
Bakersfield,1383,desire.mcgowan@msn.com,Desire,Mcgowan,(661) 800-8091,CA,942 North Ohio Road ,93306
San Carlos,1384,elmo.sweeney@yahoo.com,Elmo,Sweeney,NULL,CA,43 Arch Ave. ,94070
Canandaigua,1385,kenton.hughes@gmail.com,Kenton,Hughes,NULL,NY,632 Sleepy Hollow Drive ,14424
San Diego,1386,cesar.wilkins@hotmail.com,Cesar,Wilkins,(619) 685-5786,CA,7 Inverness St. ,92111
Canandaigua,1387,phylicia.stout@aol.com,Phylicia,Stout,NULL,NY,8842 Littleton Lane ,14424
East Meadow,1388,nanette.harris@hotmail.com,Nanette,Harris,NULL,NY,26 Pin Oak Lane ,11554
Port Chester,1389,ulrike.chan@aol.com,Ulrike,Chan,NULL,NY,7949 Lancaster St. ,10573
Bayside,1390,genoveva.lloyd@aol.com,Genoveva,Lloyd,NULL,NY,706 Devonshire St. ,11361
Floral Park,1391,sheryl.chase@gmail.com,Sheryl,Chase,NULL,NY,388 Cedar Avenue ,11001
Fairport,1392,trista.lambert@gmail.com,Trista,Lambert,NULL,NY,79 River Street ,14450
Jamaica,1393,vivian.deleon@msn.com,Vivian,Deleon,NULL,NY,9925 Hamilton Street ,11432
Amityville,1394,genny.fields@msn.com,Genny,Fields,NULL,NY,9145 San Juan Dr. ,11701
Woodhaven,1395,eliseo.knight@msn.com,Eliseo,Knight,NULL,NY,693 Holly Street ,11421
Anaheim,1396,delma.bailey@gmail.com,Delma,Bailey,(657) 454-8493,CA,9883 West King Lane ,92806
Webster,1397,dewayne.herring@aol.com,Dewayne,Herring,NULL,NY,9015 Willow Lane ,14580
Hopewell Junction,1398,nevada.hood@aol.com,Nevada,Hood,NULL,NY,515 Bank Rd. ,12533
Canandaigua,1399,angelika.perry@msn.com,Angelika,Perry,NULL,NY,7684 South Branch Drive ,14424
Woodhaven,1400,shayla.hart@msn.com,Shayla,Hart,NULL,NY,9092 Aspen St. ,11421
East Elmhurst,1401,willetta.murphy@msn.com,Willetta,Murphy,NULL,NY,436 Devonshire Street ,11369
Depew,1402,sandee.alvarado@aol.com,Sandee,Alvarado,NULL,NY,69 Bowman Street ,14043
Troy,1403,mila.moody@gmail.com,Mila,Moody,(248) 234-5902,NY,675 Williams St. ,12180
Central Islip,1404,loyce.conway@aol.com,Loyce,Conway,NULL,NY,729 State Lane ,11722
Mount Vernon,1405,thanh.figueroa@yahoo.com,Thanh,Figueroa,NULL,NY,6 Roberts Drive ,10550
New Hyde Park,1406,farrah.orr@msn.com,Farrah,Orr,NULL,NY,8711 W. Ashley St. ,11040
Centereach,1407,hugh.craft@msn.com,Hugh,Craft,NULL,NY,8716 Homewood Court ,11720
Port Chester,1408,eleanor.mendez@yahoo.com,Eleanor,Mendez,NULL,NY,4 West St. ,10573
Buffalo,1409,lamar.bush@msn.com,Lamar,Bush,(716) 294-7174,NY,76 Lilac Drive ,14215
Yonkers,1410,lurlene.finch@msn.com,Lurlene,Finch,(914) 367-7691,NY,849 Magnolia St. ,10701
Freeport,1411,shanda.stevenson@yahoo.com,Shanda,Stevenson,NULL,NY,9547 N. Courtland St. ,11520
Rego Park,1412,adrien.hunter@yahoo.com,Adrien,Hunter,NULL,NY,720 Thompson Lane ,11374
New Windsor,1413,ophelia.decker@yahoo.com,Ophelia,Decker,NULL,NY,69 Rockwell Court ,12553
Queensbury,1414,sonja.walls@aol.com,Sonja,Walls,NULL,NY,30 Marshall Dr. ,12804
Santa Cruz,1415,harold.o'connor@gmail.com,Harold,O'connor,NULL,CA,9530 Summerhouse Street ,95060
Astoria,1416,miranda.kennedy@gmail.com,Miranda,Kennedy,NULL,NY,726 East High St. ,11102
Forney,1417,jasper.castro@aol.com,Jasper,Castro,NULL,TX,977 SE. Railroad Road ,75126
Anaheim,1418,penni.best@msn.com,Penni,Best,(657) 611-2991,CA,875 Second Drive ,92806
Pleasanton,1419,lurlene.cotton@yahoo.com,Lurlene,Cotton,NULL,CA,8218 George St. ,94566
Mount Vernon,1420,kelsey.noble@hotmail.com,Kelsey,Noble,NULL,NY,36 Pearl Court ,10550
Plattsburgh,1421,edris.barrett@hotmail.com,Edris,Barrett,NULL,NY,36 Pulaski Drive ,12901
Smithtown,1422,tempie.jacobson@hotmail.com,Tempie,Jacobson,NULL,NY,136 Old Fairview St. ,11787
Fort Worth,1423,dollie.cervantes@aol.com,Dollie,Cervantes,(682) 362-7457,TX,8828 Applegate Drive ,76110
Monsey,1424,lashunda.cole@hotmail.com,Lashunda,Cole,NULL,NY,783 Baker St. ,10952
Shirley,1425,justina.jenkins@msn.com,Justina,Jenkins,NULL,NY,345 SE. Green Lane ,11967
Corpus Christi,1426,londa.gould@aol.com,Londa,Gould,(361) 206-5550,TX,9169 Beech Lane ,78418
Atwater,1427,mikel.wilkerson@msn.com,Mikel,Wilkerson,NULL,CA,9233 Clinton St. ,95301
Santa Cruz,1428,carola.johns@msn.com,Carola,Johns,NULL,CA,7077 Fordham Rd. ,95060
Pomona,1429,lorrie.justice@gmail.com,Lorrie,Justice,NULL,CA,8396 Brook Drive ,91768
Bakersfield,1430,tayna.wade@hotmail.com,Tayna,Wade,(661) 858-1224,CA,65 Smith Store Dr. ,93306
East Elmhurst,1431,mark.benton@aol.com,Mark,Benton,NULL,NY,83 Eagle St. ,11369
East Northport,1432,zona.cameron@aol.com,Zona,Cameron,NULL,NY,42 Bridle Court ,11731
Scarsdale,1433,nicola.knight@aol.com,Nicola,Knight,NULL,NY,25 SE. Miles Lane ,10583
Liverpool,1434,elana.miles@yahoo.com,Elana,Miles,NULL,NY,7077 Euclid Ave. ,13090
Scarsdale,1435,merrie.fowler@aol.com,Merrie,Fowler,NULL,NY,532 Leatherwood Ave. ,10583
Bellmore,1436,macie.ayers@msn.com,Macie,Ayers,NULL,NY,8730 Longfellow St. ,11710
Rockville Centre,1437,son.warner@hotmail.com,Son,Warner,NULL,NY,20 W. Rosewood Ave. ,11570
San Jose,1438,lee.dunn@aol.com,Lee,Dunn,(408) 807-6157,CA,8626 Grand Ave. ,95127
New Rochelle,1439,florrie.little@yahoo.com,Florrie,Little,NULL,NY,8330 Marsh St. ,10801
Oakland Gardens,1440,ernest.rollins@yahoo.com,Ernest,Rollins,NULL,NY,4 West Ridge Dr. ,11364
Staten Island,1441,jamaal.morrison@msn.com,Jamaal,Morrison,NULL,NY,796 SE. Nut Swamp St. ,10301
Brooklyn,1442,cassie.cline@gmail.com,Cassie,Cline,NULL,NY,947 Lafayette Drive ,11201
Central Islip,1443,lezlie.lamb@gmail.com,Lezlie,Lamb,NULL,NY,401 Brandywine Street ,11722
Canandaigua,1444,ivette.estes@gmail.com,Ivette,Estes,NULL,NY,88 N. Canterbury Ave. ,14424
San Lorenzo,1445,ester.acevedo@gmail.com,Ester,Acevedo,NULL,CA,671 Miles Court ,94580
